,close,high,low,open,timestamp,volume
214,3409.49,3410.98,3409.1,3410.9,1544499240,24.313032999999997
215,3412.95,3414.08,3409.01,3409.98,1544499300,31.478046000000003
216,3413.86,3414.53,3412.0,3412.97,1544499360,7.457358999999999
217,3411.98,3412.73,3411.98,3412.01,1544499420,11.097224
218,3412.0,3412.67,3410.8,3412.0,1544499480,4.629757
219,3412.15,3412.58,3411.97,3412.0,1544499540,4.359712
220,3411.26,3412.15,3411.26,3412.15,1544499600,5.707992
221,3414.89,3415.44,3410.95,3411.19,1544499660,17.35857
222,3410.33,3415.36,3410.33,3415.0,1544499720,7.975946
223,3412.06,3412.34,3410.37,3412.18,1544499780,4.092814
224,3410.8,3412.18,3410.01,3412.18,1544499840,5.55994
225,3411.14,3412.06,3410.01,3410.47,1544499900,7.335045
226,3410.29,3412.0,3410.0,3410.8,1544499960,7.147577
227,3410.84,3412.06,3410.01,3410.29,1544500020,13.679835
228,3412.29,3412.29,3410.12,3410.81,1544500080,13.591147
229,3411.77,3412.71,3410.14,3412.27,1544500140,20.603749
230,3411.22,3412.99,3411.22,3411.77,1544500200,11.041976
231,3409.09,3411.94,3406.0,3411.94,1544500260,22.056889
232,3407.34,3409.11,3406.58,3409.11,1544500320,20.485723999999998
233,3407.32,3409.0,3406.4,3407.73,1544500380,16.800846
234,3407.94,3408.94,3406.02,3407.32,1544500440,14.562161999999999
235,3406.18,3408.97,3406.14,3407.5,1544500500,7.310936999999999
236,3406.21,3408.12,3406.0,3406.2,1544500560,11.887971
237,3407.32,3409.0,3405.66,3406.07,1544500620,6.737881
238,3411.03,3412.59,3406.14,3407.97,1544500680,11.545653999999999
239,3411.06,3414.44,3410.88,3411.78,1544500740,5.6713379999999995
240,3412.29,3412.83,3408.52,3411.07,1544500800,8.808138
241,3412.79,3412.8,3410.46,3411.99,1544500860,10.099298
242,3411.75,3413.87,3411.29,3412.12,1544500920,8.844636999999999
243,3415.38,3415.48,3411.77,3411.77,1544500980,13.326620000000002
244,3430.9,3433.33,3415.0,3415.38,1544501040,140.65066000000002
245,3434.92,3438.88,3429.76,3430.94,1544501100,115.444856
246,3427.0,3434.16,3425.83,3430.93,1544501160,30.070983000000002
247,3427.62,3431.0,3425.74,3427.51,1544501220,10.127234
248,3425.17,3428.61,3423.25,3427.62,1544501280,9.166387
249,3429.82,3430.0,3425.56,3426.99,1544501340,8.400102
250,3429.52,3430.0,3428.81,3428.81,1544501400,11.486142999999998
251,3429.02,3429.79,3426.49,3428.81,1544501460,16.856582999999997
252,3427.61,3429.3,3426.5,3427.24,1544501520,14.176526999999998
253,3426.97,3429.06,3425.18,3428.5,1544501580,11.737859
254,3422.82,3426.94,3421.77,3426.16,1544501640,17.193569
255,3423.0,3425.22,3417.05,3422.67,1544501700,42.491577
256,3419.18,3423.0,3418.38,3422.99,1544501760,40.190037
257,3419.44,3420.0,3417.32,3420.0,1544501820,10.079808
258,3422.03,3423.0,3418.9,3419.96,1544501880,25.049035999999997
259,3423.0,3423.0,3420.84,3421.6,1544501940,14.210107999999998
260,3421.19,3423.0,3420.28,3423.0,1544502000,14.305913
261,3418.51,3422.32,3417.16,3422.21,1544502060,19.078271
262,3418.72,3419.85,3416.32,3418.51,1544502120,13.091155
263,3423.0,3424.84,3417.72,3419.85,1544502180,40.962383
264,3427.2,3428.76,3421.39,3423.16,1544502240,16.232657999999997
265,3423.37,3428.67,3423.37,3428.46,1544502300,9.657763000000001
266,3423.79,3427.82,3421.87,3423.93,1544502360,10.865085
267,3425.51,3426.8,3424.05,3424.05,1544502420,5.111393
268,3424.35,3428.0,3422.67,3425.6,1544502480,16.909356
269,3426.88,3427.58,3422.67,3424.29,1544502540,8.142593
270,3427.02,3427.89,3425.9,3427.57,1544502600,10.076130000000001
271,3427.39,3427.9,3426.12,3427.02,1544502660,6.045099
272,3433.6,3434.38,3427.39,3427.39,1544502720,24.682453
273,3430.01,3433.57,3430.0,3433.57,1544502780,11.892914
274,3431.65,3433.45,3430.0,3430.01,1544502840,11.052349000000001
275,3431.0,3432.98,3430.1,3432.98,1544502900,19.546363
276,3432.81,3432.82,3430.6,3431.51,1544502960,9.624077999999999
277,3433.98,3434.4,3431.59,3432.81,1544503020,22.305805
278,3434.18,3434.23,3432.52,3432.55,1544503080,15.679884
279,3434.56,3435.7,3433.01,3433.45,1544503140,35.725382
280,3434.98,3436.42,3432.0,3434.56,1544503200,21.624259
281,3444.58,3445.0,3432.42,3434.98,1544503260,88.428863
282,3440.1,3445.0,3434.68,3444.58,1544503320,25.993875
283,3432.04,3440.0,3432.04,3440.0,1544503380,13.977085999999998
284,3432.17,3433.54,3430.71,3432.09,1544503440,17.739616
285,3428.8,3432.95,3428.8,3430.75,1544503500,27.448777000000003
286,3428.16,3429.94,3424.7,3428.78,1544503560,20.374677
287,3425.4,3427.59,3424.69,3426.54,1544503620,10.944803
288,3424.73,3426.01,3424.71,3425.41,1544503680,5.343636
289,3428.0,3430.34,3424.28,3424.28,1544503740,10.496818
290,3422.14,3427.81,3422.02,3427.01,1544503800,14.962114000000001
291,3422.47,3426.05,3422.14,3423.33,1544503860,12.109797
292,3425.44,3425.99,3422.46,3422.46,1544503920,9.341076
293,3424.65,3426.98,3424.18,3425.44,1544503980,9.038557
294,3423.43,3425.36,3422.12,3424.67,1544504040,8.49136
295,3425.48,3426.03,3422.49,3422.5,1544504100,10.431382000000001
296,3424.37,3426.0,3423.7,3425.0,1544504160,10.816079
297,3422.23,3424.83,3422.23,3424.37,1544504220,15.500567000000002
298,3421.32,3424.09,3421.16,3422.24,1544504280,25.62665
299,3418.5,3422.78,3418.5,3421.31,1544504340,11.942355000000001
300,3424.13,3424.61,3418.54,3420.12,1544504400,17.222219
301,3422.1,3424.08,3421.99,3424.08,1544504460,5.15908
302,3427.94,3428.17,3422.11,3422.11,1544504520,23.200472
303,3427.86,3429.43,3426.11,3427.94,1544504580,12.222257
304,3426.41,3429.42,3426.0,3427.86,1544504640,21.100868
305,3429.43,3430.01,3427.82,3427.85,1544504700,21.504407
306,3430.15,3431.3,3428.1,3429.97,1544504760,9.603285000000001
307,3434.56,3434.56,3429.98,3430.94,1544504820,30.507990999999997
308,3435.01,3436.0,3432.65,3436.0,1544504880,31.438746999999996
309,3428.97,3435.76,3428.97,3435.02,1544504940,13.468763000000001
310,3433.79,3435.69,3428.51,3429.59,1544505000,47.521237
311,3428.72,3435.1,3425.18,3433.79,1544505060,37.189743
312,3428.5,3429.17,3427.79,3429.13,1544505120,7.9940679999999995
313,3431.67,3433.8,3425.19,3428.27,1544505180,48.430828000000005
314,3432.61,3434.15,3430.34,3430.34,1544505240,7.34392
315,3433.84,3435.75,3431.23,3432.59,1544505300,13.072523
316,3431.2,3433.79,3430.45,3431.71,1544505360,9.355359
317,3431.78,3433.02,3430.0,3431.18,1544505420,10.135378999999999
318,3431.77,3436.47,3431.33,3432.67,1544505480,17.458229
319,3435.08,3437.6,3432.23,3433.05,1544505540,31.684790999999997
320,3434.02,3438.88,3433.43,3435.52,1544505600,18.232008
321,3432.47,3435.49,3432.32,3434.02,1544505660,6.713398
322,3431.69,3434.01,3430.54,3432.47,1544505720,7.993653
323,3431.42,3431.46,3430.54,3431.46,1544505780,7.6514679999999995
324,3428.84,3431.47,3428.83,3430.54,1544505840,14.195352999999999
325,3431.4,3431.42,3428.67,3428.84,1544505900,7.372671
326,3433.36,3434.59,3430.55,3430.55,1544505960,6.595241000000001
327,3434.17,3435.0,3432.86,3433.39,1544506020,9.398394999999999
328,3434.03,3435.86,3433.51,3434.01,1544506080,7.454536
329,3437.07,3437.07,3434.16,3435.85,1544506140,11.290995
330,3435.04,3438.86,3432.75,3437.73,1544506200,40.626312
331,3434.49,3436.36,3433.84,3435.99,1544506260,9.570327
332,3434.41,3436.99,3434.36,3434.52,1544506320,8.678417999999999
333,3436.76,3437.05,3434.39,3434.39,1544506380,6.646955999999999
334,3440.17,3441.1,3435.42,3436.79,1544506440,17.197785
335,3443.33,3443.33,3439.3,3439.3,1544506500,17.108532
336,3435.08,3444.62,3434.36,3443.07,1544506560,46.977687
337,3439.39,3440.65,3434.52,3436.27,1544506620,8.918857000000001
338,3437.09,3440.3,3437.09,3439.38,1544506680,12.447298
339,3440.09,3441.66,3434.56,3437.09,1544506740,22.583538
340,3444.0,3447.86,3440.02,3440.09,1544506800,52.095222
341,3446.57,3447.86,3443.59,3444.0,1544506860,22.583842999999998
342,3449.45,3451.32,3444.76,3447.76,1544506920,154.88529
343,3451.12,3453.4,3449.45,3449.45,1544506980,98.115441
344,3446.81,3453.76,3444.02,3451.15,1544507040,96.783967
345,3448.34,3450.12,3446.0,3446.0,1544507100,18.788426
346,3449.21,3451.13,3449.21,3449.21,1544507160,17.194198
347,3445.81,3449.23,3445.0,3449.21,1544507220,20.137677
348,3445.0,3449.48,3445.0,3445.8,1544507280,10.739985
349,3447.01,3448.79,3445.0,3446.34,1544507340,13.301661
350,3446.67,3447.78,3445.2,3447.78,1544507400,8.141758
351,3445.26,3448.01,3445.21,3447.0,1544507460,12.398710000000001
352,3445.26,3446.56,3445.2,3445.21,1544507520,11.854941
353,3442.87,3445.73,3440.8,3445.24,1544507580,25.748439
354,3441.61,3444.64,3439.99,3443.46,1544507640,32.469957
355,3435.99,3443.62,3435.96,3441.61,1544507700,5.990525
356,3440.89,3441.0,3437.01,3438.65,1544507760,10.011861999999999
357,3441.67,3441.67,3437.86,3439.63,1544507820,9.635678
358,3442.77,3443.2,3440.05,3440.87,1544507880,7.928031
359,3443.52,3444.99,3441.5,3442.3,1544507940,17.901137
360,3444.45,3445.0,3443.26,3444.54,1544508000,11.588241
361,3449.14,3450.0,3444.08,3444.33,1544508060,23.429004
362,3448.42,3455.0,3447.03,3449.23,1544508120,30.004765000000003
363,3450.66,3460.0,3447.07,3448.63,1544508180,61.256159
364,3448.05,3454.03,3448.05,3450.66,1544508240,28.004676
365,3452.98,3453.0,3448.0,3449.0,1544508300,28.894665000000003
366,3454.26,3456.25,3453.02,3454.96,1544508360,17.491933
367,3455.3,3455.56,3451.61,3454.43,1544508420,18.510176
368,3452.28,3455.21,3451.16,3454.24,1544508480,14.581983
369,3456.66,3457.05,3452.39,3452.83,1544508540,26.389813
370,3456.29,3463.5,3454.6,3458.28,1544508600,29.05767
371,3457.15,3458.65,3455.42,3455.79,1544508660,10.671406
372,3456.46,3457.99,3456.45,3456.72,1544508720,8.789949
373,3454.89,3456.46,3452.01,3456.46,1544508780,33.830543
374,3452.56,3455.61,3452.03,3454.96,1544508840,7.185708999999999
375,3454.0,3455.9,3452.38,3452.59,1544508900,11.670001
376,3452.67,3454.27,3450.88,3454.02,1544508960,28.826268
377,3449.06,3452.92,3448.07,3452.22,1544509020,26.740374
378,3449.95,3451.0,3448.1,3448.1,1544509080,8.678271
379,3447.88,3450.99,3447.03,3449.97,1544509140,16.983604
380,3447.98,3449.0,3447.04,3447.67,1544509200,11.181611
381,3448.14,3448.97,3447.12,3447.57,1544509260,6.582636
382,3446.0,3448.97,3446.0,3448.13,1544509320,8.10058
383,3443.26,3447.43,3443.26,3446.87,1544509380,13.295634
384,3438.16,3444.55,3438.16,3444.55,1544509440,17.790866
385,3443.15,3446.12,3438.0,3439.16,1544509500,28.163103999999997
386,3438.47,3442.75,3438.47,3441.09,1544509560,17.880256
387,3439.88,3440.08,3438.0,3438.47,1544509620,8.442117999999999
388,3440.99,3442.11,3436.72,3439.11,1544509680,21.256684
389,3437.99,3442.04,3437.0,3440.88,1544509740,10.036776
390,3437.71,3437.98,3436.5,3437.98,1544509800,8.155868
391,3436.79,3437.7,3435.55,3436.52,1544509860,8.61398
392,3431.86,3436.78,3424.41,3435.56,1544509920,37.160884
393,3434.3,3436.84,3430.57,3431.86,1544509980,23.645156
394,3435.07,3437.6,3433.71,3434.46,1544510040,18.956397
395,3431.67,3435.1,3431.67,3434.0,1544510100,9.883999000000001
396,3431.23,3434.62,3426.03,3432.46,1544510160,18.777967
397,3431.42,3435.07,3428.86,3431.22,1544510220,24.776979
398,3432.91,3433.71,3430.72,3431.43,1544510280,18.540689
399,3430.09,3433.0,3430.0,3432.91,1544510340,8.391781
400,3430.27,3431.62,3426.13,3430.09,1544510400,13.590129999999998
401,3430.32,3432.22,3429.0,3430.01,1544510460,15.957451999999998
402,3429.93,3431.81,3427.05,3430.32,1544510520,12.420563000000001
403,3430.87,3432.0,3428.06,3429.93,1544510580,7.875186
404,3430.7,3432.46,3430.5,3431.94,1544510640,10.753208
405,3434.98,3480.0,3430.71,3431.53,1544510700,248.876408
406,3438.51,3441.51,3433.81,3434.98,1544510760,52.084081
407,3438.66,3442.93,3438.49,3438.51,1544510820,32.345354
408,3440.0,3440.94,3438.53,3438.53,1544510880,8.218176
409,3439.38,3440.78,3439.0,3440.0,1544510940,11.389169
410,3442.87,3450.64,3439.02,3439.02,1544511000,55.099127
411,3442.05,3444.62,3442.01,3442.11,1544511060,13.855560999999998
412,3435.37,3442.55,3435.37,3442.33,1544511120,38.139158
413,3435.37,3437.13,3435.32,3435.38,1544511180,18.967728
414,3434.39,3438.94,3433.68,3435.32,1544511240,12.516129
415,3434.93,3435.03,3433.58,3434.39,1544511300,10.476600999999999
416,3438.82,3438.86,3434.04,3434.92,1544511360,23.312867999999998
417,3438.93,3441.63,3436.35,3438.84,1544511420,13.36457
418,3439.4,3440.79,3436.28,3438.93,1544511480,10.626744
419,3438.97,3440.32,3436.81,3438.29,1544511540,15.678327
420,3431.47,3438.64,3431.45,3437.89,1544511600,18.370235
421,3434.22,3435.27,3430.54,3431.47,1544511660,11.4893
422,3436.22,3438.61,3430.81,3434.22,1544511720,11.595989
423,3434.83,3437.97,3433.84,3436.27,1544511780,9.668671
424,3430.83,3434.96,3430.81,3434.96,1544511840,17.334981
